,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52,53,54,55,56,57,58,59,60,61,62,63,64,65,66,67,68,69,70,71,72,73,74,75,76,77,78,79,80,81,82,83,84,85,86,87,88,89,90,91,92,93,94,95,96,97,98,99,100,101,102,103,104,105,106,107,108,109,110,111,112,113,114,115,116,117,118,119,120,121,122,123,124,125,126,127,128,129,130,131,132,133,134,135,136,137,138,139,140,141,142,143,144,145,146,147,148,149,150,151,152,153,154,155,156,157,158,159,160,161,162,163,164,165,166,167,168,169,170,171,172,173,174,175,176,177,178,179,180,181,182,183,184,185,186,187,188,189,190,191,192,193,194,195,196,197,198,199,200,201,202,203,204,205,206,207,208,209,210,211,212,213,214,215,216,217,218,219,220,221,222,223,224,225,226,227,228,229,230,231,232,233,234,235,236,237,238,239,240,241,242,243,244,245,246,247,248,249,250,251,252,253,254,255,256,257,258,259,260,261,262,263,264
31,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
32,,0,0,0,,,0,,,,1,0,,,3438,14140,0,0,0,,,0,0,2,334,0,0,,0,1,,0,0,,7,,,13,0,0,0,0,0,3305,0,,0,0,3,0,,,,0,0,0,0,,,0,37017,,,7,309,0,1597,0,,0,0,6,0,0,0,0,0,,,,,0,116,1168,,,,0,0,,0,18522,0,,,38,,,,,0,,0,0,0,0,,0,,,51,13,0,0,0,0,54,,0,991,0,0,,,,5,,10,0,,,0,0,0,0,0,0,0,19,,0,229,,1152,0,0,0,0,0,17,,,0,0,,0,,0,,0,3443,,0,0,0,,,0,74,,1,0,0,0,,,,,1126,0,0,,,,0,0,0,0,0,,315,4,,0,,38,78,0,,,,0,,,0,0,,0,0,0,,,0,0,,,9834,0,,17,,0,176,,0,,0,,0,4864,5177,,,0,0,0,0,0,,0,0,,0,314,0,,,0,9,0,706,10217,0,0,,2,0,,,,,0,0,0
33,,0,0,0,,,338,,,,0,0,,,430,10,0,5,0,,,1,0,0,15,0,0,,0,0,,0,0,,1,,,10,0,0,1,0,0,240,0,,0,0,5,380,,,,0,0,1,311,,,0,0,,,4,57,0,51,0,,0,0,0,0,0,0,0,0,,,,,0,10,24,,,,0,0,,0,130,0,,,3,,,,,0,,0,0,0,0,,0,,,1,0,806,0,0,0,74,,1,74,0,1,,,,0,,0,58,,,1,0,0,0,0,412,0,0,,0,1,,0,60,446,0,0,0,0,,,0,161,,1,,0,,0,0,,0,122,429,,,0,131,,10,0,0,57,,,,,73,1,61,,,,0,0,0,0,0,,1,45,,1,,0,13,2,,,,0,,,0,0,,0,5,0,,,0,0,,,0,0,,22152,,1,6,,143,,0,,83,90,31,,,0,249,0,0,0,,0,0,,0,1,0,,,127,0,4,1693,162,0,0,,0,0,,,,,0,3216,3284
34,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
35,,6,2,23,,,838,,,,12019,7,,,5661,1784,0,35,5,,,1645,4,48,3378,1,3,,0,8860,,7,1,,0,,,73,4,1,2,3,17,7039,177,,2,0,10064,16022,,,,1272,0,13,22,,,120,113,,,20,249,34,933,0,,163,1008,397,64,7,0,42,1,,,,,0,715,12725,,,,5,1,,7,20207,10,,,547,,,,,98,,125,102,750,8,,50,,,624,99,101,83,63,55,1644,,1740,26082,13,31603,,,,129,,39,5,,,9,0,0,23,1330,0,4,35,,73,241,,4,5,2,16,1,1,36,,,16,0,,2343,,1,,0,3,,58,186,158,,,5,4711,,1198,53,1,113,,,,,1900,4,29,,,,569,0,13384,2472,67,,502,43546,,5,,210,400,1,,,,18,,,2,0,,7,87,94,,,1,15,,,79,0,,1279,,1037,16628,,5,,1466,,0,1934,13851,,,1,9,51,18,1,,0,22,,10,206,3,,,7,127,30,12852,69556,3956,5,,1429,16,,,,,0,1,13
36,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
37,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
38,,26,89,40,,,1,,,,43,141,,,470,2940,242,4,1,,,53,0,104,9089,0,3,,2,5,,10,3,,55,,,0,1,0,1,1,1,2441,1,,0,1,35,91,,,,11,0,1,2,,,8,58,,,1094,3054,1,2080,0,,10,41,24,1,0,0,24,5,,,,,0,884,1905,,,,1,1,,27,18626,1,,,8253,,,,,1,,1,0,0,1,,0,,,200,59,16,3,29,60,211,,1794,6464,1,22,,,,24,,1212,1,,,7,12,0,68,66,0,0,14,,19,190,,450,0,0,1,0,0,209,,,0,0,,30,,217,,8,19,,7,3,5,,,1,4369,,5,9,0,7,,,,,2579,1,6,,,,12,0,0,9,4,,395,663,,2,,1700,3837,0,,,,0,,,0,0,,0,10,1,,,0,1,,,576,0,,928,,6,13586,,1,,0,,0,1691,1083,,,17,1,1,0,0,,0,0,,8,99138,32,,,1,1149,7,6503,8248,2,96,,18,68,,,,,4,1,3
39,,0,0,0,,,0,,,,3,0,,,40,82,0,0,0,,,0,0,0,722,0,4624,,0,0,,0,0,,18,,,9,0,0,0,0,4,834,0,,0,0,2,0,,,,0,0,32,0,,,0,0,,,0,12,336345,89,0,,0,0,38,0,0,0,0,0,,,,,0,24,4328,,,,1450,8,,0,1087,28735,,,35,,,,,0,,723,0,0,0,,0,,,1,1,0,0,0,0,5,,0,5860,0,6,,,,0,,0,0,,,0,0,0,0,0,1,228,2,,0,0,,0,0,0,0,0,9007,0,,,21,0,,0,,0,,0,0,,0,0,41,,,0,239,,0,0,5199,1197,,,,,30,0,0,,,,0,0,0,0,0,,0,1,,0,,1,304,0,,,,0,,,0,0,,0,0,485,,,10,0,,,0,0,,39,,0,477,,0,,0,,0,62,396,,,0,0,0,0,7040,,0,0,,3,1,0,,,0,0,0,462,636,0,0,,0,0,,,,,0,1,0
40,,64,0,0,,,0,,,,6,0,,,13537,48,0,0,9,,,23202,0,0,105,1,0,,4,0,,0,4,,17,,,1,0,0,0,10,0,4046,0,,0,0,12,4654,,,,1,0,0,0,,,3,0,,,25,116,0,1091,0,,1,2,6,0,0,0,0,0,,,,,0,1022,207,,,,0,0,,0,1194,0,,,10,,,,,0,,0,0,1,0,,0,,,11,1,11191,1,0,0,25,,1,260,0,260,,,,4,,2,0,,,67,0,61,0,0,0,0,0,,0,1,,0,1,0,87040,0,0,0,,,0,2,,7,,0,,2,0,,0,0,2,,,1,713,,1268,0,0,0,,,,,1641,137,981,,,,53,0,0,1,141,,1,5,,36,,3,413,0,,,,0,,,0,0,,0,49818,0,,,0,223,,,1,0,,130,,10323,53,,0,,3,,0,657,135,,,0,0,482104,0,0,,0,0,,0,21,0,,,0,6,110,5439,65335,0,0,,4,5596,,,,,0,4,0
41,,0,0,0,,,14,,,,0,0,,,374,19,0,0,0,,,0,0,0,536,0,0,,0,0,,0,1,,5,,,4,0,0,0,0,1,1318,0,,6,0,0,0,,,,0,0,65,24369,,,0,0,,,1,1,0,100,0,,1,0,7,0,0,191,0,6,,,,,0,14,367,,,,17,0,,0,140,0,,,22,,,,,0,,0,0,0,0,,0,,,0,0,0,0,0,0,8,,0,180,0,0,,,,0,,0,632,,,0,0,0,0,0,0,0,0,,0,0,,0,0,891,0,0,0,0,,,0,0,,0,,0,,0,0,,0,1,75,,,0,351,,0,0,0,0,,,,,188,0,0,,,,0,0,0,0,0,,0,1,,0,,0,28,13721,,,,0,,,0,0,,0,0,0,,,0,0,,,0,0,,930,,0,18,,0,,0,,49,521,112,,,0,12705,0,0,1,,0,0,,0,0,0,,,8107,0,0,844,11,0,0,,0,0,,,,,0,509,0
42,,0,0,0,,,0,,,,2,0,,,10026,376,0,0,0,,,2067,0,4,99,0,0,,0,0,,0,0,,15,,,7,0,6,0,0,0,7911,0,,0,0,5,236,,,,0,0,0,0,,,0,0,,,1,111,0,120,0,,30,1,0,0,0,0,2,0,,,,,0,247,14802,,,,0,0,,0,1463,0,,,5,,,,,0,,0,0,0,0,,0,,,16,4,12,15,0,0,3,,1,362,0,2260,,,,0,,14,0,,,1,0,172,0,0,0,0,0,,0,2,,0,0,0,3016,0,0,0,,,0,0,,11,,0,,0,0,,0,0,0,,,5,227,,1812,0,0,0,,,,,176,1,5,,,,1,0,0,0,28,,17,1,,1,,2,152,0,,,,0,,,0,0,,0,0,0,,,0,36,,,0,0,,4,,22433,37,,5,,0,,0,268,996,,,0,0,153464,0,0,,0,0,,0,3,0,,,0,91,1,455,50774,0,0,,0,5382,,,,,0,0,0
43,,0,1,0,,,500,,,,1,0,,,252,316,0,0,1,,,0,0,0,7401,0,238,,0,4,,0,3,,76,,,15,3,0,14,0,0,3792,0,,18541,25257,11,0,,,,1,0,6067,661,,,2,1,,,29,59,37,369,0,,9,24,73,0,1359,0,1,0,,,,,0,615,26785,,,,6381,5,,0,9184,44,,,159,,,,,0,,425,1,0,0,,0,,,139,4,0,0,0,0,103,,4,4178,0,3,,,,0,,12,4,,,2,0,0,0,0,0,376,1,,0,41,,0,1,1,0,0,1187,1,,,45,0,,53,,0,,0,0,,3,0,75,,,0,636,,2,0,987,14520,,,,,327,0,0,,,,1,0,0,0,0,,22,84,,1,,66,215,1,,,,0,,,0,0,,0,0,400,,,4,1,,,19,0,,1384,,3,782,,0,,0,,0,477,3344,,,0,2,0,0,192,,0,0,,345,17,0,,,75,0,8,4117,22148,0,0,,0,0,,,,,0,790,0
44,,4188,1467,6094,,,363,,,,2555,515,,,21842,4046,399,797,308,,,4573,1795,2643,4089,476,214,,211,815,,3384,237,,4147,,,2362,151,842,735,2641,1039,0,20,,167,114,4423,78275,,,,7653,19,219,2434,,,789,5045,,,1023,3290,657,3097,153,,1550,2444,6020,4310,9,977,590,2590,,,,,2369,2647,20343,,,,136,61,,184,33345,2443,,,9784,,,,,2013,,591,18,6878,9550,,804,,,5944,196,62475,1884,14544,5062,4205,,4454,38200,11708,6479,,,,1424,,4462,2728,,,1240,227,1328,778,8855,15,233,813,,577,349,,1095,432,96,2813,19,169,1395,,,55,1502,,15228,,1482,,147,261,,6297,153,221,,,960,14559,,3739,942,78,3139,,,,,2003,436,17866,,,,848,92,1068,3262,57079,,19286,15539,,485,,8997,20432,560,,,,633,,,1054,11,,0,3648,583,,,282,3068,,,1414,0,,8283,,18066,4116,,12944,,205,,53,2476,7462,,,164,2035,1995,1,279,,9,7488,,1400,6735,68,,,1256,12444,2128,85510,204993,774,734,,2681,20949,,,,,269,524,1194
45,,0,0,0,,,4065,,,,3,1,,,1,11,0,0,0,,,0,0,8,43,0,0,,0,15,,0,0,,325,,,2,0,0,0,0,0,37,0,,0,0,1,3,,,,0,0,0,0,,,0,0,,,0,3,26,6,0,,0,0,0,0,2,0,0,0,,,,,0,6,2530,,,,5,6,,0,11,4,,,1,,,,,0,,79,549,0,0,,0,,,0,3,0,0,0,0,0,,0,906,0,0,,,,0,,29,0,,,0,0,0,0,0,0,0,0,,0,479,,0,0,0,0,0,1,0,,,1,0,,1,,0,,0,0,,0,1146,0,,,0,1326,,0,0,0,64,,,,,48,0,0,,,,0,0,0,0,12,,0,10155,,0,,0,103,0,,,,0,,,0,0,,301,0,154,,,2,0,,,0,0,,1,,0,434,,0,,0,,0,59,518,,,0,0,0,0,4,,0,0,,0,0,0,,,0,40,0,212,5751,0,1,,1,0,,,,,0,0,0
46,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
47,,0,0,0,,,2,,,,0,0,,,3,5,0,0,0,,,0,0,0,17,0,0,,0,6,,0,0,,1,,,0,0,0,4,0,21529,59,0,,0,9981,1,0,,,,0,0,2998,22213,,,0,0,,,2,0,1,1,0,,13,0,11,0,0,0,0,1,,,,,0,0,2462,,,,1,0,,0,4,0,,,38,,,,,0,,0,0,0,0,,0,,,1,0,0,0,0,0,2,,1,33,0,0,,,,0,,0,1,,,2,0,0,0,0,0,0,1,,0,1,,0,0,0,0,0,194,0,,,0,0,,0,,0,,0,0,,0,0,0,,,0,9,,0,0,0,3,,,,,0,1,0,,,,0,0,0,0,0,,1,2,,1,,0,24,5,,,,0,,,0,0,,6,17,0,,,0,0,,,15,0,,19,,0,19,,0,,0,,0,12,36,,,0,1,0,0,34,,0,0,,0,1,0,,,15,0,5,21,61,0,0,,0,0,,,,,1,0,0
48,,0,0,3,,,8,,,,0,0,,,27,3,0,0,56,,,0,0,0,71,0,91,,0,0,,0,0,,0,,,1,0,0,0,0,13564,155,0,,14267,0,5,0,,,,0,0,1989,14603,,,0,0,,,1,2,1,4,0,,1,0,88,0,0,0,0,21,,,,,0,4,1208,,,,371,0,,0,65,2,,,6,,,,,0,,0,0,0,0,,0,,,1,0,0,0,0,3,2,,0,95,0,0,,,,6,,0,6,,,182,0,0,0,1,0,0,165,,0,0,,0,0,0,0,0,6,0,,,5,0,,0,,0,,0,0,,0,0,0,,,0,16,,0,0,335,3392,,,,,7,15,0,,,,0,0,0,0,0,,0,0,,79,,0,35,0,,,,0,,,0,0,,0,314,0,,,0,0,,,7,0,,4,,0,24,,0,,0,,0,16,60,,,0,0,0,0,88,,0,0,,0,1,0,,,137,0,645,81,49,0,0,,0,0,,,,,24,0,0
49,,1,1,4,,,4,,,,31485,1,,,3765,197,0,5,0,,,1,0,1,203,0,0,,0,3421,,1,2,,3511,,,9,0,0,0,0,0,3638,0,,0,1,0,656,,,,2031,0,1,1,,,240,40,,,9,27,1,216,0,,95,3674,11,41,0,0,4,0,,,,,1,80,1924,,,,0,0,,0,2959,0,,,60,,,,,53,,0,0,1,86,,44,,,43,10,36,6,6,2,31,,449,1912,1,98,,,,21,,5,1,,,1,0,0,3,18,1,0,3,,1,9,,25,1,0,2,0,5,1,,,0,0,,996,,1,,0,0,,6,4,5,,,1,451,,317,29,1,1,,,,,824,1,11,,,,260,0,329,17434,25,,42,41,,2,,25,64,0,,,,4,,,0,0,,1,3,0,,,0,4,,,8,0,,1519,,75,7232,,0,,0,,1,3523,1032,,,0,1,2,0,1,,12,1,,1,36,0,,,0,13,2,2123,12783,310,1,,2128,1,,,,,0,1,2
50,,1,0,0,,,0,,,,3380,6,,,159472,7140,0,67,5,,,20502,16,39,5565,756,0,,95,293,,0,1724,,16442,,,462,0,4111,0,201,0,225939,7,,0,0,5772,0,,,,572,0,336,0,,,76,161,,,657,2138,0,4008,0,,418,1244,263,64,0,45,86,0,,,,,212,6849,28796,,,,30,0,,41,40320,56,,,809,,,,,241,,84,0,456,232,,124,,,4214,221,1805,12556,0,0,2920,,147,59084,0,206559,,,,1331,,1230,0,,,19,85,450,53,373,80,0,286,,7,456,,0,592,0,3179,0,66,173,,,17,1096,,4531,,0,,2068,0,,0,0,1222,,,2507,23029,,27640,21,0,0,,,,,4692,12,493,,,,6614,12,116,2315,15391,,430,3304,,16,,1865,27800,0,,,,17,,,0,11,,0,77,0,,,32,149724,,,450,12,,11129,,400884,27284,,773,,1992,,0,11877,7186,,,16,0,29472,93,104,,53,294,,0,790,0,,,49,3450,60,57711,729392,1,3,,3403,4478,,,,,0,1808,0
51,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
52,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
53,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
54,,11,4,3,,,6,,,,5834,2,,,4175,501,0,54,0,,,1,0,10,696,0,0,,0,598,,0,0,,2324,,,26,0,0,0,0,0,15573,0,,0,0,10372,227,,,,0,0,0,0,,,2698,18,,,37,131,0,836,0,,726,24730,30,129,0,0,7,0,,,,,0,531,4985,,,,0,0,,0,6606,0,,,75,,,,,355,,0,0,2,399,,161,,,84,61,15,9,14,3,14,,484,8278,5,101,,,,21,,58,0,,,2,0,0,3,119,0,0,1,,4,12,,0,0,0,0,0,0,0,,,0,0,,8166,,0,,0,0,,8,0,1,,,0,3291,,455,107,0,4,,,,,1555,0,5,,,,14245,0,22,1382,28,,63,159,,1,,23,203,0,,,,0,,,0,0,,0,12,0,,,0,0,,,19,0,,138,,33,42275,,0,,0,,0,2895,3489,,,0,0,0,0,0,,0,4,,0,47,0,,,0,69,6,6048,151967,45,1,,142268,0,,,,,0,0,0
55,,0,0,0,,,0,,,,0,0,,,5,1,0,0,0,,,0,0,0,10,0,0,,0,0,,0,9,,1,,,0,0,0,0,0,0,96,0,,0,0,2,0,,,,0,0,0,0,,,0,0,,,0,0,0,2,0,,0,0,307,0,0,63,0,0,,,,,0,2,10316,,,,0,0,,0,21,0,,,18,,,,,0,,0,0,0,0,,0,,,0,0,0,0,0,0,0,,0,27,0,0,,,,0,,0,9,,,0,0,0,0,0,0,0,355,,0,1,,0,4525,0,0,0,0,0,,,0,25,,0,,0,,0,0,,0,0,0,,,0,2,,0,0,0,0,,,,,3,0,0,,,,0,0,0,0,0,,0,1,,0,,0,42,0,,,,0,,,0,0,,0,0,0,,,0,0,,,0,0,,84,,0,4,,0,,0,,0,2,35,,,0,76,0,0,0,,0,0,,0,0,0,,,0,0,0,56,2,0,0,,0,0,,,,,0,0,0
56,,0,0,0,,,9353,,,,6,0,,,844,212,0,0,0,,,0,0,2,2863,0,1659,,0,2,,0,257,,40,,,8,10,0,3962,0,2920,1540,0,,6394,1419,9,85,,,,0,0,0,41938,,,1,0,,,45,42,78,377,0,,0,0,30,0,148,86,2,0,,,,,0,324,19776,,,,1706,12,,0,2106,7,,,315,,,,,0,,16,1,0,0,,0,,,29,0,0,0,0,0,536,,1,1141,0,0,,,,0,,6,1060,,,0,0,0,0,96,0,0,37,,0,10,,0,0,385,0,0,5807,0,,,227,0,,7,,0,,0,0,,624,107,610,,,0,365,,0,0,19,84,,,,,833,0,0,,,,0,0,0,0,106,,35,361,,0,,0,509,2115,,,,0,,,0,0,,0,3,1077,,,1,0,,,3,0,,21153,,0,284,,0,,0,,56,593,896,,,0,2751,0,0,267,,0,0,,0,14,0,,,21366,8,2,3539,1583,0,2,,1,0,,,,,0,3133,0
57,,0,0,0,,,90252,,,,0,0,,,963,204,0,0,0,,,0,0,0,7883,0,0,,0,1,,0,1274,,700,,,5,0,0,29193,0,383,4259,15,,5975,73,21,0,,,,2,0,25607,0,,,0,0,,,164,45,0,310,0,,0,7,29,0,0,364,1,34,,,,,0,725,12945,,,,676,0,,0,1985,5,,,33,,,,,0,,0,0,0,0,,0,,,15,0,0,0,0,0,9,,0,1168,0,0,,,,0,,0,2735,,,0,0,0,0,0,0,0,39,,0,23,,0,0,373,0,0,2,0,,,9,0,,38,,0,,0,0,,0,452,5007,,,0,864,,0,6,0,0,,,,,148,0,0,,,,0,0,0,0,5,,5,9821,,0,,0,93,38767,,,,0,,,0,0,,1,1,0,,,0,0,,,0,0,,26777,,0,190,,0,,0,,82,837,2321,,,0,6382,1,0,85,,0,0,,0,28,0,,,62878,0,1,4698,6841,0,0,,0,0,,,,,0,1798,0
58,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
59,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
60,,0,1,2,,,1,,,,210,4,,,287,138,1,25,0,,,1,2,17,122,28,0,,0,82,,0,1,,263,,,18,0,1,0,0,2,1948,0,,1,0,697,63,,,,2909,0,2,3,,,0,6,,,3,54,0,92,0,,218,593,3,1678,0,0,3,0,,,,,0,61,330,,,,0,0,,1,1167,0,,,16,,,,,820,,0,0,3,191,,694,,,36,5,6,2,12,2,7,,25,758,47,66,,,,1,,116,1,,,1,0,0,0,10,0,0,1,,1,10,,3,0,0,1,0,0,1,,,0,0,,1191,,1,,2,1,,1,1,2,,,1,370,,9,32541,0,0,,,,,125,1,1,,,,4276,0,10,524,26,,59,13,,1,,23,182,0,,,,0,,,0,0,,0,2,0,,,0,8,,,1,0,,24,,46,1277,,0,,2,,0,189,557,,,0,0,1,0,0,,0,5,,1,88,0,,,1,89,2,369,25382,36,2,,491,1,,,,,0,0,0
61,,0,14,6,,,0,,,,117,1,,,7522,9988,0,0,0,,,0,0,22,420,0,0,,0,7,,36285,0,,130,,,59,0,0,0,0,0,5965,0,,0,0,156,48,,,,11,0,0,0,,,3,0,,,18,564,0,316,0,,0,18,41,0,0,0,5,0,,,,,0,106,1387,,,,0,0,,0,43818,0,,,77,,,,,0,,0,0,0,0,,0,,,369,27,7,3,5,8,63,,10,3100,0,8,,,,12,,52,0,,,0,0,0,4,8,0,0,13,,3,135,,1407,0,0,0,0,0,20,,,0,0,,11,,12,,0,4447,,3,0,1,,,0,186,,193,0,0,3,,,,,827,0,0,,,,17,0,0,18,8,,243,19,,0,,52,321,0,,,,0,,,0,0,,0,1,0,,,0,0,,,8776,0,,241,,4,229,,0,,0,,0,1974,5039,,,0,0,0,0,0,,0,0,,0,189,0,,,0,127,1,1248,5882,0,2,,48,0,,,,,0,5,0
62,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
63,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
64,,1,35,5,,,0,,,,15,158,,,2762,101,36,0,13,,,66,0,135,110,0,1,,0,2,,7,3,,10,,,834,0,5,1,0,8,728,0,,4,1,10,192,,,,15,0,0,86,,,1,12,,,0,109,0,49,0,,1,2,616,1,0,1,11,8,,,,,1,98,255,,,,0,0,,1498,726,10,,,4992,,,,,0,,0,0,0,1,,1,,,89,5,318,22,140,36,129,,62,210,2,16,,,,87,,309,9,,,25,7,0,24,323,0,0,22,,14,11,,4,1,2,7,0,0,11,,,0,1,,10,,113,,0,1,,7,2,1,,,6,159,,35,1,1,31,,,,,59,14,59,,,,3,0,1,4,837,,119,14,,9,,594,2413,0,,,,0,,,0,0,,0,77,1,,,1,5,,,5,0,,1277,,8,125,,996,,0,,0,217,110,,,5,15,28,0,0,,0,2,,4,1553,3,,,3,817,39,12783,2638,1,24,,11,8,,,,,2,17,37
