,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52,53,54,55,56,57,58,59,60,61,62,63,64,65,66,67,68,69,70,71,72,73,74,75,76,77,78,79,80,81,82,83,84,85,86,87,88,89,90,91,92,93,94,95,96,97,98,99,100,101,102,103,104,105,106,107,108,109,110,111,112,113,114,115,116,117,118,119,120,121,122,123,124,125,126,127,128,129,130,131,132,133,134,135,136,137,138,139,140,141,142,143,144,145,146,147,148,149,150,151,152,153,154,155,156,157,158,159,160,161,162,163,164,165,166,167,168,169,170,171,172,173,174,175,176,177,178,179,180,181,182,183,184,185,186,187,188,189,190,191,192,193,194,195,196,197,198,199,200,201,202,203,204,205,206,207,208,209,210,211,212,213,214,215,216,217,218,219,220,221,222,223,224,225,226,227,228,229,230,231,232,233,234,235,236,237,238,239,240,241,242,243,244,245,246,247,248,249,250,251,252,253,254,255,256,257,258,259,260,261,262,263,264
65,,29,21,66,,,20,,,,197,255,,,1644,7455,91,0,2,,,12,0,1467,718,0,4,,0,12,,223,8,,94,,,825,1,5,0,4,8,2657,1,,0,1,45,485,,,,21,0,5,6,,,3,268,,,98,0,7,221,0,,7,54,74,1,0,0,36,7,,,,,0,93,1229,,,,0,1,,97,69268,11,,,560,,,,,3,,7,2,0,0,,1,,,425,27,93,12,35,40,723,,103,1599,1,167,,,,22,,2151,7,,,6,91,3,66,35,0,1,12,,59,137,,195,3,0,41,0,3,16,,,0,3,,81,,1071,,541,21,,24,1,12,,,10,409,,168,1,1,45,,,,,512,0,40,,,,7,0,3,27,33,,2623,60,,1,,1672,30252,0,,,,0,,,0,0,,0,11,5,,,1,5,,,108,0,,370,,151,1032,,9,,1,,0,383,1871,,,39,2,50,0,1,,0,0,,59,357,24,,,2,14657,6,5016,8380,2,330,,50,5914,,,,,17,6,4
66,,0,0,0,,,48,,,,0,0,,,372,140,0,0,0,,,0,0,0,2182,0,12218,,0,1,,0,0,,212,,,6,247747,0,0,0,40,3592,35,,1,2,6,0,,,,0,0,207,0,,,1,0,,,0,59,0,246,0,,0,0,128,0,0,0,1,0,,,,,0,130,40730,,,,955,99,,0,2652,19430,,,52,,,,,0,,16083,48,0,0,,0,,,18,1,0,0,0,0,59,,2,12787,0,6,,,,0,,0,0,,,0,0,0,0,0,1,31200,376,,0,2,,0,0,0,0,0,41041,0,,,966,0,,21,,0,,0,0,,2,3,19,,,0,743,,0,0,6568,6339,,,,,189,0,0,,,,0,0,0,0,0,,0,100,,0,,2,84,0,,,,0,,,0,0,,0,0,2914,,,200,0,,,0,0,,782,,0,1053,,0,,0,,0,602,1770,,,0,0,3,0,10056,,0,0,,388,1,0,,,0,0,1,4534,15962,0,0,,0,0,,,,,0,1,0
67,,1005,23,112,,,19,,,,162,67,,,2179,1184,38,5,13,,,76,3,189,718,1,6,,29,60,,1714,109,,491,,,437,7,126,55,22,61,3475,2,,3,3,284,1239,,,,353,2,73,75,,,26,458,,,63,236,42,0,11,,18,110,236,7,0,26,165,206,,,,,2,928,1690,,,,2,60,,21,11250,180,,,296,,,,,27,,11,5,8,16,,13,,,484,1709,907,119,1487,2167,288,,453,1234,14,360,,,,127,,189,191,,,104,6,5,330,1318,6,16,99,,564,756,,308,7,10,86,1,5,51,,,3,16,,140,,36,,7,48,,572,23,35,,,155,1376,,267,24,1,110,,,,,7195,11,1294,,,,39,1,7,138,1092,,3369,194,,21,,673,1468,33,,,,1,,,1,1,,0,123,14,,,36,80,,,114,0,,1003,,1013,1952,,757,,3,,6,7855,1931,,,29,101,1162,0,15,,1,16,,101,8182,3,,,156,828,78,6268,5713,24,39,,100,1190,,,,,42,66,41
68,,0,0,103,,,0,,,,0,0,,,200,15,0,0,1,,,0,0,0,701,0,0,,0,0,,0,0,,0,,,2,0,0,0,0,0,1225,0,,0,0,0,0,,,,0,0,0,0,,,0,0,,,4,3,0,84,0,,0,0,415,0,0,18,0,4288,,,,,0,151,3975,,,,0,0,,0,62,0,,,27,,,,,0,,0,0,0,0,,0,,,6,6,0,0,0,0,3,,3,132,0,0,,,,0,,0,1723,,,6,0,0,0,0,0,0,245,,0,0,,0,0,0,5,0,0,11,,,0,0,,0,,0,,0,0,,0,0,1,,,0,309,,1,0,0,0,,,,,331,0,0,,,,0,0,0,0,0,,0,0,,2,,0,1,0,,,,0,,,0,0,,0,18,0,,,0,0,,,0,0,,1068,,0,11,,0,,0,,1,939,114,,,0,10,0,0,0,,0,0,,0,36,0,,,300,0,7,1046,1248,0,0,,0,0,,,,,1359,0,0
69,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
70,,0,0,0,,,0,,,,197,1,,,76,1018,0,197,2,,,4,0,7,314,0,0,,1,38,,0,0,,177,,,23,0,0,0,13,14,2681,0,,20,1,236,167,,,,476,0,0,43,,,162,1,,,4,42,0,65,0,,0,187,0,36,0,0,1,0,,,,,0,109,1097,,,,0,0,,0,3557,0,,,87,,,,,79,,0,0,2,35526,,66,,,8,15,10,0,3,3,5,,9,8834,12,49,,,,1,,39,0,,,0,0,0,0,16,0,0,0,,0,15,,3,0,0,2,0,0,3,,,0,0,,802,,1,,0,0,,4,0,0,,,0,2118,,1,36,0,2,,,,,328,0,8,,,,2236,0,3,178,6,,12,27,,0,,39,81,0,,,,12,,,0,0,,0,2,0,,,0,0,,,58,0,,3,,66,26808,,0,,2,,0,242,3385,,,0,0,1,0,0,,0,2,,0,22,0,,,0,40,1,385,258298,19,1,,2279,0,,,,,0,0,0
71,,4,5,4,,,4,,,,717,3,,,659,240,0,17,0,,,1,0,1,1406,0,0,,0,313,,0,0,,773,,,22,0,0,0,0,4,3894,0,,0,0,7224,250,,,,26562,0,0,0,,,277,7,,,3,69,0,178,0,,155,0,11,60,0,0,3,0,,,,,0,115,1046,,,,0,2,,0,2829,3,,,24,,,,,85,,0,0,0,14,,110,,,46,11,18,5,16,3,23,,51,19028,3,74,,,,8,,5,0,,,0,0,0,0,35,0,0,1,,0,1,,0,0,0,3,0,0,0,,,0,0,,1101,,0,,0,0,,4,0,0,,,0,694,,19,43,0,4,,,,,270,0,4,,,,974,0,19,1790,85,,41,130,,0,,23,226,0,,,,0,,,0,0,,0,8,0,,,0,1,,,1,0,,15,,71,51827,,0,,0,,0,703,1578,,,0,0,0,0,0,,0,3,,0,5,0,,,0,40,1,2313,97211,76,1,,8240,4,,,,,0,0,0
72,,21,11,238,,,4,,,,59,28,,,11266,5670,5,13,11806,,,29,0,115,1049,0,4,,0,5,,6,0,,1220,,,89,7,1,4,0,19,16218,0,,35,75,54,90,,,,42,88,9,34,,,2,95,,,1969,450,25,615,51,,0,35,0,21,0,65,23,157,,,,,0,767,7649,,,,0,4,,1,9549,35,,,6103,,,,,12,,16,10,0,0,,0,,,684,8,141,311,22,2654,120,,4625,29520,0,619,,,,30884,,297,113,,,168341,8,0,10,12891,0,5,2724,,7,11,,822,7,4,323,9,21,212,,,37,0,,99,,8,,2,0,,768,2,100,,,0,3803,,288,0,12,81,,,,,551,52396,69,,,,25,0,0,4,155,,200,128,,38644,,76,1551,5,,,,0,,,0,0,,0,90912,44,,,7,30,,,48,0,,2140,,41,796,,37,,0,,0,3076,2503,,,17,16,112,0,0,,0,0,,543,605,7,,,28,390,145853,9854,57925,0,22,,30,0,,,,,1968,113,4
73,,0,0,0,,,0,,,,33,0,,,2155,27,0,23,0,,,1,4,0,147,2838,0,,0,30,,0,0,,107,,,1,0,0,0,0,0,11827,0,,0,0,166,30,,,,146,0,0,0,,,1679,0,,,4,21,0,27,0,,63,204,56,0,0,0,1,0,,,,,0,39,236,,,,0,0,,0,458,0,,,8,,,,,6692,,0,0,0,0,,2678,,,5,7,1,0,2,0,6,,5,2764,25,9,,,,2,,5,0,,,0,0,0,0,0,0,0,53,,0,0,,0,0,0,0,0,0,0,,,0,0,,2878,,0,,0,0,,0,0,0,,,0,93,,0,1024,0,0,,,,,75,0,0,,,,972,0,1,42,2,,0,22,,0,,0,5,0,,,,0,,,0,0,,0,0,0,,,0,0,,,0,0,,0,,15,2145,,0,,0,,0,726,249,,,0,0,0,0,0,,0,0,,0,3,0,,,0,1,0,234,331024,8,0,,172,0,,,,,0,0,0
74,,0,0,0,,,7,,,,0,0,,,0,1,0,0,0,,,0,0,0,6,0,0,,0,0,,0,0,,7,,,0,0,0,0,0,326,9,1,,0,0,0,0,,,,0,0,162,0,,,0,0,,,0,0,0,0,0,,0,0,0,0,0,0,0,0,,,,,0,2,437,,,,5486,0,,0,2,0,,,0,,,,,0,,0,0,0,0,,0,,,0,1,0,0,0,0,0,,0,15,0,0,,,,0,,0,0,,,0,0,0,0,0,0,0,0,,0,0,,0,0,0,0,0,1,0,,,0,0,,0,,0,,0,0,,0,0,0,,,0,5,,0,0,0,27,,,,,0,0,0,,,,0,0,0,0,0,,0,36,,0,,0,13,0,,,,0,,,0,0,,131,0,0,,,0,0,,,0,0,,0,,0,2067,,0,,0,,0,5,6,,,0,0,0,0,11,,0,0,,0,0,0,,,0,0,0,35,2,0,0,,0,0,,,,,0,0,0
75,,0,0,1,,,39,,,,0,0,,,796,25,0,0,166,,,0,0,0,230,0,0,,0,0,,0,0,,0,,,1,0,0,103,0,0,1277,0,,0,0,1,14,,,,0,17,1,187,,,0,0,,,1,5,0,127,2,,0,0,1673,0,0,0,0,119228,,,,,0,107,121,,,,0,0,,0,3184,0,,,33,,,,,0,,0,0,0,0,,0,,,10,8,12,0,0,81,5,,0,1649,0,0,,,,10,,0,365,,,488,0,0,0,0,0,0,165,,0,0,,0,0,87,0,0,0,154,,,0,0,,0,,0,,0,0,,0,124,0,,,0,1055,,0,0,0,0,,,,,9585,0,0,,,,0,0,0,0,0,,3,1,,210,,0,0,45,,,,0,,,0,0,,0,0,0,,,0,0,,,0,0,,676,,0,16,,0,,0,,0,11667,1982,,,0,50,0,0,0,,0,0,,0,0,0,,,502,0,1916,2628,7881,0,0,,3,0,,,,,116,28,36
76,,1,1,2,,,0,,,,7,69,,,513,51,233,2,0,,,1,0,2034,179,0,0,,0,1,,0,0,,28,,,25,0,0,0,0,0,476,0,,0,0,12,20,,,,3,0,1,0,,,1,4,,,8,57,0,270,0,,0,1,8,0,0,0,0,0,,,,,0,16625,121,,,,0,0,,193,1584,1,,,28,,,,,1,,0,0,0,0,,0,,,31,16,11,1,3,1,287,,33,205,0,7,,,,1,,908,0,,,0,141,0,739,1,0,0,1,,267,70,,0,0,0,0,0,0,0,,,0,0,,3,,101,,5,0,,1,0,0,,,2,252,,2,0,0,1,,,,,1843,0,3,,,,0,0,0,3,2,,117,20,,0,,10,25800,0,,,,0,,,0,0,,0,0,0,,,0,0,,,7,0,,19,,3,304,,1,,0,,0,1086,68,,,73,0,1,0,0,,0,0,,1,28,51,,,0,4488,1,991,1143,0,265,,6,1,,,,,0,0,1
77,,0,0,106,,,0,,,,11,0,,,6716,787,0,0,95,,,0,0,19,796,0,0,,0,1,,0,0,,7,,,33,0,0,5,0,0,14681,0,,2,27,4,0,,,,0,0,0,32,,,0,0,,,53,100,0,1446,2575,,0,0,1300,0,0,1038,3,0,,,,,0,1868,4146,,,,0,0,,0,12804,14,,,1121,,,,,0,,0,0,0,0,,0,,,88,48,0,0,0,3,72,,37228,15792,0,0,,,,13,,0,20167,,,1111,0,0,0,0,0,0,557,,0,0,,0,0,0,5,0,0,253,,,0,0,,0,,0,,0,0,,0,0,128,,,0,5132,,638,29,0,0,,,,,5565,1,0,,,,0,0,0,0,0,,25,16,,459,,0,194,16,,,,2,,,0,0,,0,44280,0,,,0,0,,,0,0,,46304,,0,2231,,0,,0,,24,9808,3144,,,0,13,1,0,0,,0,0,,0,154,0,,,420,0,1094,9187,112483,0,0,,15,0,,,,,4009,0,0
78,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
79,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
80,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
81,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
82,,0,0,0,,,0,,,,0,0,,,16969,6,0,0,0,,,130,0,0,5,0,0,,0,0,,0,0,,0,,,1,0,0,0,0,0,6646,0,,0,0,4,108,,,,0,0,0,0,,,0,0,,,1,2,0,3,0,,0,0,0,0,0,0,0,0,,,,,0,6,31,,,,0,0,,0,0,0,,,1,,,,,0,,0,0,0,0,,0,,,0,0,164,0,0,0,2,,0,10,0,0,,,,0,,0,0,,,1,0,0,0,0,0,0,0,,0,0,,0,0,0,1,0,0,0,,,0,0,,0,,0,,0,0,,0,0,0,,,0,19,,15964,0,0,0,,,,,8,1,201,,,,0,9,0,0,0,,0,0,,0,,0,0,0,,,,0,,,0,39,,0,2,0,,,0,1,,,0,34,,16,,0,4,,0,,0,,0,16,22,,,0,0,0,0,0,,272,0,,0,0,0,,,0,0,2,1654,8461,0,0,,0,0,,,,,0,0,0
83,,258,16,81,,,42,,,,44,662,,,1357,328,14,1,2,,,129,1,4465,745,0,1,,0,18,,54,2,,192,,,232,1,93,5,25,57,1505,1,,2,1,75,809,,,,104,0,11,122,,,9,29,,,84,298,11,588,7,,16,40,125,5,1,8,3465,181,,,,,1,0,704,,,,1,42,,10,3085,100,,,182,,,,,7,,6,1,2,1,,4,,,285,42,435,36,489,707,169,,131,598,5,229,,,,26,,14903,129,,,10,27,2,161,58,0,11,88,,77,161,,12,1,2,45,0,1,18,,,1,4,,82,,14,,6,4,,177,7,20,,,116,1280,,23,9,2,137,,,,,1073,3,161,,,,8,1,2,54,226,,367,76,,4,,166,7710,24,,,,0,,,0,0,,0,40,13,,,12,19,,,58,0,,191,,289,1577,,72,,0,,1,22676,797,,,18,43,695,0,6,,0,3,,64,957,6,,,16,19767,15,2256,2994,9,63,,26,546,,,,,24,18,7
84,,458,567,159578,,,2671,,,,3304,2114,,,17865,8903,607,83,600,,,534,21,1593,74658,3,2418,,11,615,,1302,34,,11637,,,3532,1094,47,276,6653,10395,39581,2044,,8116,1319,4109,12217,,,,3523,3444,10721,14126,,,230,2059,,,506,3378,8804,3536,572,,1142,1410,4275,149,2182,204,250,836,,,,,15,2841,0,,,,3252,313,,704,88790,812,,,3017,,,,,426,,3944,337,365,7961,,92,,,2897,198,5223,525,2520,642,3271,,10511,80115,48,5817,,,,382,,7860,182,,,1896,96,3751,379,5013,6,117,706,,300,16173,,564,16252,18,317,15,8894,262,,,1524,5177,,6573,,735,,169,393,,101327,214,283,,,133,15146,,1653,82,593,777,,,,,4595,166,2526,,,,385,4,186,1696,1880,,21400,92514,,218,,12300,18221,628,,,,468,,,3,3,,29,607,13051,,,161,264,,,695,0,,4656,,2912,62922,,4442,,1858,,3,4630,68310,,,45,123,2873,2,2498,,7,49,,46569,80657,48,,,130,7083,7024,62061,58718,357,253,,1935,14824,,,,,55,99,82
85,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
86,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
87,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
88,,0,0,9,,,387,,,,1,2,,,22,19,0,0,2,,,0,0,0,218,0,3659,,0,0,,0,1,,34,,,7,464,0,23,0,3921,568,17,,71,560,7,28,,,,0,0,2863,700,,,0,0,,,3,4,397,8,0,,0,2,3,0,15962,0,0,0,,,,,0,18,8993,,,,0,24,,0,396,500,,,5,,,,,0,,376,2,0,0,,0,,,2,2,0,0,0,0,3,,5,211,0,8,,,,1,,17,3,,,15,0,0,0,174,0,3,1,,0,8,,0,1,1,0,0,7601,0,,,28,0,,12,,0,,0,0,,56,0,6,,,0,55,,1,0,33,1795,,,,,4,0,0,,,,1,0,0,0,0,,4,442,,8,,2,19,17,,,,0,,,0,0,,517,5,2074,,,3,0,,,0,0,,213,,17,285,,0,,0,,0,34,186,,,0,8,0,0,1925,,0,0,,20,8,0,,,52,3,29,222,108,0,0,,1,0,,,,,0,4,0
89,,0,0,0,,,0,,,,0,0,,,74,343,0,0,0,,,0,0,0,304,0,0,,0,0,,0,0,,1,,,7,8,0,0,0,5,279,10,,0,0,2,0,,,,0,0,19,0,,,0,0,,,0,10,100,313,0,,0,18,15,0,0,0,0,0,,,,,0,582,941,,,,26,0,,0,2408,16,,,20,,,,,0,,5745,1881,0,0,,0,,,2,7,0,0,0,0,21,,0,783,0,0,,,,0,,0,0,,,0,0,0,0,0,0,308,1,,0,0,,0,0,0,0,0,1621,0,,,356,0,,0,,0,,0,0,,3,0,45,,,0,372,,0,0,7,12,,,,,575,0,0,,,,0,0,0,0,0,,0,85,,0,,0,0,0,,,,0,,,0,0,,0,0,14381,,,1592,0,,,0,0,,4,,0,4474,,0,,0,,0,2583,388,,,0,0,0,0,366,,0,0,,1,0,0,,,0,0,0,5484,11445,0,0,,0,0,,,,,0,0,0
90,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
91,,0,0,0,,,0,,,,1,28305,,,172,1200,18386,0,0,,,0,0,7882,2595,0,0,,0,0,,0,0,,24,,,211,0,0,0,0,0,495,0,,1,0,14,30,,,,0,0,0,0,,,1,2,,,5081,560,0,84,0,,0,7,1,0,0,0,734,0,,,,,0,183,1478,,,,0,0,,0,8182,0,,,13819,,,,,0,,0,0,0,0,,0,,,58,9,0,0,1,0,48,,1618,2786,0,3,,,,0,,12292,0,,,0,1023,0,386,0,0,0,1,,320,6,,0,0,0,0,0,0,19,,,0,0,,4,,613,,0,2,,0,0,1,,,0,649,,1,0,0,0,,,,,311,0,0,,,,17,0,0,0,0,,486,273,,0,,356,215380,0,,,,0,,,0,0,,0,0,0,,,0,0,,,31,0,,19,,395,967,,0,,0,,0,641,280,,,449,0,0,0,0,,0,0,,0,2829,134,,,0,43220,0,851,7631,0,1183,,2,3,,,,,0,0,0
92,,8921,1497,2617,,,17,,,,3210,1695,,,19476,57832,2328,41,33,,,672,1,6773,10216,10,216,,3,750,,16863,163,,9526,,,11312,150,210,70,278,1994,27167,10,,6,39,3622,10697,,,,2588,0,496,923,,,425,25795,,,713,63658,399,7757,6,,1287,1413,3434,143,2,1586,1740,1904,,,,,0,3613,45559,,,,71,400,,2346,0,2990,,,35839,,,,,301,,768,2,0,375,,176,,,23371,450,7037,1915,14864,10393,3626,,5502,76451,185,4655,,,,1415,,136115,1416,,,121,9330,299,3641,7871,0,191,960,,4802,3628,,179,175,1,672,28,139,229,,,2,18,,3192,,2677,,23,525,,11285,5,1144,,,366,30475,,1989,171,91,2431,,,,,5284,44,5479,,,,224,2,668,2208,6169,,217453,11987,,82,,54281,190487,116,,,,9,,,0,5,,0,1080,478,,,339,326,,,6391,0,,6953,,3486,36419,,4103,,4,,1,9427,55290,,,3406,100,7316,0,1367,,0,114,,4514,242464,1245,,,265,43826,375,53117,96854,435,7143,,1639,12456,,,,,294,153,3
93,,0,0,1,,,0,,,,0,0,,,2189,1084,0,21,0,,,0,0,1,2295,0,4362,,0,4,,0,0,,30,,,8,8870,0,0,0,18,8440,15,,0,2,5,24,,,,0,0,8,4,,,0,0,,,38,122,8363,783,0,,0,16,94,0,0,0,3,3,,,,,0,1041,2101,,,,755,4,,0,13019,0,,,167,,,,,0,,1111,1,0,0,,0,,,55,32,84,0,0,0,138,,5,15624,0,704,,,,4,,3,1,,,1,0,0,0,93,62,3736,57,,0,0,,0,0,0,0,0,2562,36,,,25,0,,0,,0,,0,0,,0,0,61,,,0,4841,,1,0,773,49747,,,,,828,0,7,,,,0,0,0,0,11,,20,67,,1,,108,174,34,,,,9,,,0,0,,0,3,218,,,430,0,,,26,0,,3376,,0,1570,,2,,0,,0,1252,1198,,,0,1,0,0,18518,,0,0,,0,70,0,,,0,4,3,35541,55978,0,0,,9,0,,,,,0,61,0
94,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
95,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
96,,650,46464,133,,,1,,,,198,2243,,,21986,3469,286,32,12,,,947,1,1661,6301,1,1,,0,9,,44,12,,849,,,13062,8,2,15,2,106,19077,1,,64,6,422,404,,,,73,7,162,172,,,10,195,,,10027,1534,13,1300,4,,76,81,3617,5,0,34,91,258,,,,,1,1292,3414,,,,2,6,,8135,84336,67,,,0,,,,,6,,21,0,1,7,,6,,,603,28,1178,52,279,405,188,,674,11619,1,98,,,,234,,12787,51,,,54,88,4,63,443,0,3,281,,70,842,,1390,16,1,13,1,5,63,,,11,5,,200,,1220,,1,80,,237,8,47,,,6,7376,,94,17,3,288,,,,,2173,23,3535,,,,113,2,9,42,1002,,2970,139,,204,,6196,23315,10,,,,0,,,1,35,,1,154,67,,,20,16,,,140,0,,4863,,272,1330,,98,,1,,3,6818,5461,,,28,42,42,13,2,,0,2,,87,36899,42,,,20,8758,124,11797,26009,13,1180,,213,27,,,,,6,35,51
97,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
98,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
99,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
